OrderID,CustomerID,OrderDateTime,TotalAmount
175,178,"2024-10-12 04:40:56",1051
176,86,"2024-11-21 12:33:56",715
177,286,"2024-11-03 05:40:56",1176
179,153,"2024-10-15 01:23:56",1102
180,66,"2024-11-04 13:16:56",1311
181,290,"2024-09-28 19:37:56",580
182,149,"2024-10-05 01:34:56",1434
183,284,"2024-10-20 16:59:56",694
184,120,"2024-10-26 03:40:56",1214
185,109,"2024-11-08 16:48:56",1333
186,72,"2024-10-10 01:08:56",873
187,115,"2024-11-13 05:51:56",795
188,212,"2024-10-02 22:34:56",680
189,32,"2024-09-28 14:38:56",1413
190,164,"2024-11-04 15:08:56",1259
192,32,"2024-11-03 02:14:56",638
194,268,"2024-10-03 13:13:56",587
195,256,"2024-11-12 00:21:56",636
196,270,"2024-10-25 18:02:56",612
197,219,"2024-10-05 20:31:56",987
198,227,"2024-11-01 12:53:56",1482
199,67,"2024-10-19 11:33:56",537
200,92,"2024-11-07 04:04:56",691
202,39,"2024-10-17 01:22:56",648
203,199,"2024-11-10 02:14:56",921
204,110,"2024-11-10 16:56:56",1233
205,205,"2024-10-19 02:54:56",1392
209,51,"2024-09-29 14:44:56",1268
214,169,"2024-11-20 11:02:56",1485
217,255,"2024-10-08 16:42:56",1365
218,156,"2024-11-14 21:10:56",1237
221,200,"2024-11-19 11:29:56",515
222,28,"2024-11-14 03:50:56",1016
223,34,"2024-11-19 12:25:56",716
224,32,"2024-10-03 15:56:56",1216
225,299,"2024-10-27 21:02:56",874
228,114,"2024-11-23 08:30:56",867
230,223,"2024-11-18 04:03:56",1158
231,22,"2024-10-18 14:38:56",1402
232,152,"2024-10-03 17:15:56",1318
233,78,"2024-11-10 11:25:56",1256
234,52,"2024-10-29 23:28:56",1002
236,180,"2024-10-12 18:52:56",523
237,10,"2024-11-12 17:38:56",1067
239,204,"2024-09-28 02:54:56",1231
240,75,"2024-11-13 12:02:56",1150
241,165,"2024-11-09 07:06:56",816
243,246,"2024-11-17 00:22:56",509
244,292,"2024-10-31 08:45:56",541
245,165,"2024-11-11 01:52:56",806
246,208,"2024-10-25 03:14:56",850
247,96,"2024-11-15 11:26:56",812
248,203,"2024-11-05 06:41:56",1160
250,28,"2024-11-08 01:04:56",1419
251,278,"2024-09-26 14:01:56",611
252,225,"2024-10-31 18:27:56",1256
254,45,"2024-11-21 08:33:56",669
255,271,"2024-10-15 18:50:56",1326
256,241,"2024-10-19 21:01:56",1389
257,90,"2024-10-21 14:24:56",729
260,293,"2024-11-23 20:05:56",1156
263,260,"2024-11-22 13:22:56",1298
264,136,"2024-10-07 06:40:56",1437
265,49,"2024-11-08 00:03:56",812
266,172,"2024-11-04 09:37:56",1434
267,54,"2024-10-12 14:53:56",952
268,262,"2024-11-12 00:35:56",663
269,173,"2024-10-19 00:36:56",851
270,246,"2024-10-04 09:32:56",1149
274,65,"2024-10-18 14:33:56",1288
275,6,"2024-11-09 18:15:56",1398
276,222,"2024-10-07 08:04:56",1041
278,160,"2024-09-29 09:11:56",551
279,168,"2024-10-23 23:56:56",1346
280,224,"2024-10-17 06:04:56",862
281,229,"2024-10-08 13:07:56",873
282,132,"2024-10-21 11:04:56",580
283,270,"2024-09-29 15:41:56",905
285,138,"2024-10-06 23:08:56",831
286,226,"2024-10-11 14:39:56",846
287,207,"2024-10-23 14:19:56",1289
288,64,"2024-11-01 10:00:56",845
289,179,"2024-11-23 10:30:56",789
290,36,"2024-10-17 14:15:56",718
291,163,"2024-11-14 10:01:56",1267
292,280,"2024-11-13 13:42:56",1460
293,263,"2024-11-02 23:23:56",1038
294,181,"2024-10-06 12:42:56",1022
295,95,"2024-11-08 12:19:56",753
296,241,"2024-11-09 04:59:56",638
297,172,"2024-09-28 14:32:56",746
299,18,"2024-10-06 11:34:56",716
300,107,"2024-10-28 20:44:56",1047
301,264,"2024-10-12 21:13:56",603
304,270,"2024-11-23 21:33:56",911
305,176,"2024-11-20 12:10:56",719
306,250,"2024-09-29 04:16:56",924
307,189,"2024-11-14 00:47:56",787
308,188,"2024-11-05 02:40:56",881
309,162,"2024-10-17 18:47:56",592
310,264,"2024-11-12 07:09:56",767
311,16,"2024-11-23 03:59:56",1185
312,258,"2024-11-09 10:55:56",720
313,149,"2024-11-07 20:21:56",1264
314,39,"2024-10-15 09:41:56",631
315,5,"2024-11-16 07:19:56",1271
316,268,"2024-10-13 10:33:56",665
317,201,"2024-11-17 11:36:56",625
320,213,"2024-11-02 09:43:56",1388
322,149,"2024-11-21 15:43:56",1119
323,289,"2024-11-08 04:32:56",558
324,271,"2024-11-19 13:40:56",944
325,252,"2024-10-03 00:26:56",882
326,186,"2024-10-07 08:22:56",1236
329,82,"2024-11-16 20:19:56",1171
330,209,"2024-11-01 19:37:56",1376
331,204,"2024-11-16 14:29:56",1175
333,156,"2024-11-20 15:05:56",571
335,31,"2024-11-17 13:38:56",506
336,85,"2024-11-08 15:30:56",979
337,94,"2024-10-01 06:48:56",1462
338,162,"2024-11-08 17:40:56",541
339,199,"2024-10-29 03:41:56",1212
340,100,"2024-11-11 11:32:56",997
341,286,"2024-11-10 06:09:56",1154
343,36,"2024-10-27 22:57:56",1382
345,286,"2024-09-28 00:42:56",1224
346,42,"2024-11-06 08:40:56",1272
347,75,"2024-10-07 18:42:56",828
349,263,"2024-10-08 18:40:56",1305
351,231,"2024-10-18 07:39:56",977
353,298,"2024-10-10 22:27:56",1119
354,190,"2024-11-11 23:54:56",867
355,86,"2024-11-07 13:04:56",849
359,93,"2024-11-17 05:35:56",617
360,271,"2024-10-03 07:39:56",1456
361,239,"2024-10-08 09:59:56",1001
363,94,"2024-10-23 13:03:56",647
365,169,"2024-10-12 20:00:56",1338
366,128,"2024-09-27 00:43:56",995
367,262,"2024-10-06 10:11:56",734
368,216,"2024-10-07 19:44:56",666
369,272,"2024-11-04 23:24:56",1478
370,18,"2024-10-28 02:04:56",1138
371,15,"2024-11-07 01:38:56",733
372,246,"2024-10-25 17:47:56",525
373,229,"2024-10-24 09:30:56",1496
374,273,"2024-09-29 18:28:56",565
376,9,"2024-10-07 02:36:56",1216
377,41,"2024-10-03 02:01:56",598
378,261,"2024-11-22 19:29:56",1055
379,21,"2024-10-01 21:28:56",1422
380,190,"2024-10-23 17:52:56",526
381,4,"2024-10-26 09:54:56",1040
383,230,"2024-10-07 06:42:56",878
384,252,"2024-10-15 10:52:56",1018
385,188,"2024-11-14 07:57:56",757
386,265,"2024-10-15 02:51:56",830
392,89,"2024-11-05 13:27:56",801
393,270,"2024-10-26 02:46:56",553
394,222,"2024-10-24 06:05:56",598
395,194,"2024-10-09 03:22:56",1079
396,253,"2024-10-15 09:27:56",1118
397,265,"2024-11-08 20:34:56",737
399,197,"2024-10-26 21:24:56",573
402,261,"2024-11-01 15:09:56",1297
403,51,"2024-09-30 16:38:56",1145
405,30,"2024-10-12 05:22:56",906
406,186,"2024-10-12 04:19:56",1433
407,122,"2024-10-24 00:30:56",1133
408,212,"2024-11-12 12:34:56",1494
409,128,"2024-10-15 11:52:56",704
410,226,"2024-11-09 13:58:56",1157
411,201,"2024-10-31 18:24:56",824
413,127,"2024-11-22 12:15:56",1200
414,30,"2024-09-27 09:02:56",719
416,115,"2024-10-08 18:16:56",1395
417,75,"2024-10-20 21:22:56",756
421,161,"2024-10-15 15:06:56",1273
422,89,"2024-11-08 17:21:56",1061
424,80,"2024-09-29 03:13:56",627
425,17,"2024-10-03 16:39:56",1223
427,182,"2024-11-04 15:01:56",1246
428,238,"2024-11-09 18:40:56",860
429,143,"2024-10-08 14:38:56",1266
430,89,"2024-10-18 04:55:56",909
431,62,"2024-10-08 06:00:56",616
434,230,"2024-10-18 20:24:56",1240
435,119,"2024-09-27 22:21:56",1178
436,108,"2024-10-31 18:20:56",923
437,131,"2024-11-02 03:46:56",1205
438,101,"2024-09-29 12:23:56",728
441,166,"2024-11-24 03:35:56",1105
442,200,"2024-11-15 23:15:56",1066
445,59,"2024-11-12 07:59:56",681
446,273,"2024-10-05 18:44:56",1225
447,211,"2024-09-29 00:47:56",1500
449,91,"2024-10-11 15:46:56",1068
451,147,"2024-10-19 14:33:56",907
455,291,"2024-11-15 02:56:56",1096
456,134,"2024-10-21 19:24:56",1228
457,93,"2024-11-05 02:08:56",866
458,102,"2024-10-30 21:29:56",617
459,283,"2024-11-14 12:29:56",622
461,268,"2024-10-27 14:26:56",708
462,7,"2024-10-14 14:41:56",932
463,234,"2024-10-18 19:15:56",922
464,255,"2024-10-26 02:44:56",870
465,108,"2024-11-20 16:25:56",1115
466,118,"2024-10-12 20:14:56",636
467,134,"2024-10-17 06:40:56",817
468,28,"2024-11-17 15:33:56",1039
469,278,"2024-10-19 08:54:56",795
471,203,"2024-10-23 23:54:56",1001
473,149,"2024-10-27 18:49:56",929
474,6,"2024-11-10 16:05:56",554
475,41,"2024-10-22 07:04:56",1123
476,124,"2024-10-15 12:23:56",691
477,244,"2024-10-23 18:26:56",1304
478,146,"2024-11-14 11:00:56",1113
480,7,"2024-11-15 15:04:56",653
481,101,"2024-10-13 08:01:56",758
482,199,"2024-10-14 12:14:56",1315
483,105,"2024-09-29 21:16:56",1176
484,79,"2024-10-14 12:40:56",791
486,284,"2024-10-20 09:25:56",1310
487,255,"2024-10-13 23:26:56",1167
488,68,"2024-10-16 15:13:56",1112
489,211,"2024-10-23 11:10:56",1336
491,95,"2024-11-09 15:17:56",993
492,1,"2024-11-16 09:51:56",930
494,235,"2024-10-19 06:18:56",579
495,200,"2024-11-16 22:38:56",1214
496,50,"2024-11-19 23:21:56",655
497,244,"2024-10-21 01:34:56",1061
498,52,"2024-11-16 10:21:56",601
499,133,"2024-10-12 14:19:56",1124
500,5,"2024-10-08 04:56:56",841
501,191,"2024-11-04 20:01:56",874
502,240,"2024-11-21 19:05:56",1333
504,42,"2024-11-13 21:04:56",963
507,47,"2024-10-17 11:54:56",924
508,213,"2024-10-20 22:46:56",1257
509,119,"2024-10-25 18:20:56",1122
510,3,"2024-10-18 09:57:56",1047
511,292,"2024-10-17 13:56:56",1360
513,41,"2024-11-17 03:00:56",780
514,200,"2024-10-25 01:14:56",678
515,41,"2024-10-21 02:24:56",1457
516,4,"2024-11-04 19:40:56",958
517,128,"2024-10-24 20:27:56",1039
518,109,"2024-11-05 11:52:56",1311
519,101,"2024-09-26 11:50:56",617
520,140,"2024-09-27 23:49:56",851
521,145,"2024-10-22 12:24:56",626
522,224,"2024-11-20 21:05:56",1295
525,138,"2024-10-06 07:16:56",1145
526,25,"2024-10-22 21:37:56",508
527,195,"2024-10-31 05:37:56",859
528,149,"2024-11-11 02:27:56",1034
530,237,"2024-10-10 13:29:56",773
531,147,"2024-09-27 14:51:56",1412
533,271,"2024-10-13 06:59:56",917
534,266,"2024-11-03 12:50:56",1267
537,235,"2024-10-16 20:55:56",1399
539,267,"2024-10-24 15:01:56",1325
541,282,"2024-10-09 11:33:56",929
542,202,"2024-10-20 07:41:56",1239
543,125,"2024-10-25 03:44:56",970
544,25,"2024-10-18 01:49:56",1326
545,275,"2024-10-24 21:13:56",556
547,102,"2024-10-29 11:59:56",1451
549,124,"2024-10-29 04:00:56",1245
550,292,"2024-10-05 05:25:56",725
551,211,"2024-10-17 20:48:56",677
553,172,"2024-10-23 19:15:56",695
554,179,"2024-10-16 20:28:56",1297
555,182,"2024-10-14 23:22:56",1059
556,215,"2024-11-16 06:39:56",705
557,126,"2024-10-11 01:12:56",1421
558,149,"2024-10-07 00:13:56",1395
559,295,"2024-10-07 23:11:56",699
560,280,"2024-09-26 13:26:56",601
562,237,"2024-10-24 05:15:56",701
563,142,"2024-10-25 05:39:56",516
564,258,"2024-10-28 09:08:56",580
565,47,"2024-10-12 10:37:56",1462
567,282,"2024-11-10 21:14:56",748
571,107,"2024-11-13 13:14:56",625
572,278,"2024-10-06 02:33:56",748
573,8,"2024-10-08 20:18:56",1285
574,114,"2024-10-05 13:28:56",831
575,38,"2024-11-11 09:44:56",1228
576,263,"2024-11-19 01:28:56",591
577,111,"2024-11-12 12:57:56",958
580,16,"2024-10-06 07:28:56",875
581,121,"2024-11-23 20:04:56",1470
582,180,"2024-10-12 08:15:56",862
583,113,"2024-11-08 22:35:56",1370
585,225,"2024-10-12 10:49:56",1497
586,241,"2024-10-22 08:06:56",1224
588,233,"2024-10-31 01:27:56",991
590,27,"2024-11-06 21:27:56",881
592,85,"2024-10-22 02:32:56",1349
594,139,"2024-11-04 05:43:56",798
595,122,"2024-11-15 16:56:56",1054
596,52,"2024-10-13 04:39:56",1160
597,81,"2024-10-29 18:07:56",1368
598,123,"2024-10-10 09:26:56",1333
599,197,"2024-11-05 22:24:56",875
600,162,"2024-10-25 05:25:56",844
601,203,"2024-10-11 11:33:56",578
602,158,"2024-10-21 17:04:56",580
603,110,"2024-09-28 02:14:56",993
606,57,"2024-10-31 09:21:56",1441
607,58,"2024-11-22 07:21:56",647
609,191,"2024-09-29 04:16:56",1356
610,101,"2024-10-09 20:02:56",1242
611,296,"2024-10-26 23:48:56",1118
612,139,"2024-11-04 04:30:56",813
613,61,"2024-10-27 22:50:56",1265
615,285,"2024-10-13 04:50:56",561
617,279,"2024-11-03 04:33:56",513
618,177,"2024-10-11 01:58:56",1400
619,80,"2024-11-22 10:37:56",1162
621,74,"2024-11-04 08:39:56",1052
623,296,"2024-11-05 02:42:56",750
624,265,"2024-11-17 14:10:56",617
628,139,"2024-10-09 23:24:56",1098
629,9,"2024-10-23 17:46:56",1343
630,129,"2024-10-22 09:53:56",902
631,18,"2024-10-21 04:55:56",1157
632,222,"2024-11-01 22:48:56",837
634,283,"2024-10-23 21:25:56",1495
635,273,"2024-10-07 20:47:56",600
636,272,"2024-10-23 09:18:56",1182
637,68,"2024-10-15 20:00:56",1495
638,6,"2024-11-13 05:08:56",805
639,80,"2024-11-10 11:05:56",720
640,230,"2024-11-01 05:42:56",1068
641,52,"2024-10-05 21:15:56",1181
643,37,"2024-11-15 18:59:56",991
644,52,"2024-10-18 12:39:56",740
645,37,"2024-10-16 02:51:56",935
646,279,"2024-11-22 03:11:56",1416
647,85,"2024-11-07 22:44:56",1172
649,23,"2024-11-10 17:09:56",1403
650,256,"2024-10-04 19:54:56",1448
652,77,"2024-10-21 07:23:56",804
653,138,"2024-10-30 02:24:56",1244
654,122,"2024-10-15 12:41:56",641
655,167,"2024-10-06 21:31:56",1080
656,48,"2024-10-05 00:44:56",1166
657,231,"2024-10-05 09:22:56",1107
658,138,"2024-11-20 00:36:56",1259
660,179,"2024-11-06 17:11:56",1021
661,139,"2024-11-15 21:10:56",743
662,253,"2024-10-06 16:19:56",1307
663,227,"2024-11-13 00:22:56",1263
664,86,"2024-11-01 17:05:56",1038
665,37,"2024-11-19 10:18:56",1115
666,1,"2024-11-01 15:04:56",887
670,224,"2024-11-18 15:00:56",983
671,118,"2024-10-19 18:40:56",698
672,158,"2024-11-08 14:04:56",1039
674,179,"2024-11-06 07:16:56",1124
675,267,"2024-09-27 16:52:56",606
676,140,"2024-10-19 05:00:56",1400
677,184,"2024-10-17 08:09:56",1022
678,75,"2024-10-25 02:41:56",704
679,2,"2024-09-29 13:47:56",1436
680,142,"2024-11-19 19:51:56",1267
681,167,"2024-11-20 10:50:56",1089
682,77,"2024-09-29 14:35:56",1499
683,7,"2024-10-28 09:58:56",1291
684,207,"2024-10-16 10:27:56",1234
685,125,"2024-11-05 08:35:56",994
687,290,"2024-10-25 07:15:56",572
688,105,"2024-11-08 02:54:56",668
689,230,"2024-10-19 22:17:56",1260
693,25,"2024-11-08 12:23:56",1000
694,212,"2024-10-08 11:06:56",1490
697,255,"2024-11-07 22:18:56",573
698,214,"2024-10-10 19:05:56",1452
699,254,"2024-10-23 05:49:56",1246
701,219,"2024-11-03 19:19:56",791
702,154,"2024-11-10 16:54:56",537
703,28,"2024-09-29 11:50:56",902
704,60,"2024-11-02 05:13:56",1046
705,6,"2024-11-04 01:16:56",657
706,192,"2024-10-20 12:34:56",506
707,181,"2024-11-16 11:45:56",1074
708,294,"2024-11-16 01:10:56",965
710,173,"2024-11-18 15:04:56",1142
711,61,"2024-11-13 09:07:56",850
713,274,"2024-10-01 15:55:56",529
714,21,"2024-11-13 10:17:56",569
718,123,"2024-10-11 18:14:56",699
719,117,"2024-11-07 13:25:56",1019
720,91,"2024-09-30 17:48:56",1321
721,127,"2024-11-10 22:37:56",1192
722,281,"2024-10-31 04:15:56",1018
724,191,"2024-10-24 03:59:56",1497
725,216,"2024-11-14 08:00:56",996
726,290,"2024-11-09 06:08:56",1283
727,44,"2024-11-11 05:17:56",875
728,41,"2024-10-10 19:56:56",1253
729,31,"2024-10-19 13:54:56",1116
731,144,"2024-09-27 03:36:56",1477
732,57,"2024-11-06 08:57:56",964
733,86,"2024-11-09 05:13:56",561
735,72,"2024-11-13 08:48:56",1034
737,124,"2024-10-24 18:40:56",836
738,154,"2024-11-22 23:11:56",831
739,224,"2024-11-22 00:00:56",1284
741,170,"2024-10-28 06:00:56",1037
745,270,"2024-09-29 01:34:56",1460
746,153,"2024-10-16 23:50:56",819
747,271,"2024-11-10 20:48:56",1429
750,25,"2024-10-17 21:24:56",856
751,202,"2024-10-27 18:33:56",948
752,220,"2024-10-31 16:46:56",1272
753,290,"2024-11-06 21:46:56",624
754,90,"2024-10-30 09:34:56",1072
755,282,"2024-10-11 05:24:56",1197
756,12,"2024-11-12 02:36:56",532
757,133,"2024-10-13 09:12:56",886
758,244,"2024-10-08 04:37:56",1029
762,234,"2024-11-04 06:29:56",895
769,217,"2024-11-05 14:17:56",689
770,47,"2024-10-17 14:24:56",1054
771,107,"2024-11-05 15:52:56",647
772,227,"2024-10-14 14:07:56",649
773,9,"2024-11-18 03:49:56",906
775,91,"2024-11-06 12:54:56",1164
776,50,"2024-10-13 00:02:56",1310
777,272,"2024-11-01 00:19:56",775
780,203,"2024-10-08 13:45:56",1144
781,169,"2024-10-19 21:11:56",1248
782,158,"2024-11-03 17:06:56",1066
784,171,"2024-11-20 12:11:56",705
785,86,"2024-10-06 18:05:56",824
786,163,"2024-11-04 11:31:56",812
787,229,"2024-10-17 08:51:56",1096
788,184,"2024-10-05 19:04:56",1250
790,2,"2024-11-06 19:33:56",1110
791,190,"2024-11-23 02:45:56",1236
793,14,"2024-11-06 11:38:56",1107
794,146,"2024-10-28 08:25:56",557
795,178,"2024-10-14 23:41:56",1068
796,195,"2024-10-15 02:33:56",1116
797,241,"2024-11-04 03:59:56",692
798,77,"2024-10-13 11:54:56",930
799,258,"2024-10-28 21:38:56",635
801,53,"2024-11-02 00:14:56",716
803,17,"2024-10-23 04:45:56",933
804,143,"2024-11-15 20:19:56",543
806,284,"2024-11-04 06:01:56",920
808,20,"2024-11-20 11:55:56",851
809,102,"2024-11-17 08:26:56",840
812,279,"2024-10-29 10:36:56",559
813,86,"2024-09-29 17:40:56",1267
814,249,"2024-10-25 13:09:56",1340
815,181,"2024-10-04 17:30:56",585
816,89,"2024-11-18 22:07:56",587
819,210,"2024-10-02 17:45:56",996
821,119,"2024-11-13 22:53:56",740
822,5,"2024-10-16 05:44:56",964
823,83,"2024-11-15 06:57:56",1141
824,272,"2024-11-02 07:10:56",1230
825,42,"2024-10-15 00:15:56",525
826,69,"2024-10-06 23:22:56",828
828,64,"2024-11-23 07:19:56",1373
830,233,"2024-10-09 16:03:56",1482
832,234,"2024-11-20 20:26:56",1104
834,210,"2024-09-30 07:50:56",1453
835,217,"2024-11-06 01:01:56",616
836,222,"2024-09-29 17:28:56",1281
837,237,"2024-09-28 20:46:56",1394
838,83,"2024-11-13 18:04:56",1130
840,55,"2024-10-13 10:49:56",973
842,159,"2024-10-03 03:51:56",782
843,240,"2024-11-06 19:06:56",895
845,118,"2024-10-04 17:55:56",621
846,53,"2024-10-25 06:28:56",1043
847,170,"2024-10-05 04:00:56",840
848,40,"2024-11-08 13:07:56",1025
849,141,"2024-11-04 03:08:56",1461
850,244,"2024-10-09 02:27:56",1051
851,215,"2024-10-23 03:50:56",816
852,167,"2024-11-24 05:19:56",1143
853,219,"2024-11-05 20:11:56",958
854,271,"2024-10-21 18:23:56",887
857,279,"2024-10-30 07:30:56",1197
858,173,"2024-11-03 00:51:56",1208
860,175,"2024-10-12 07:51:56",547
863,240,"2024-11-01 22:32:56",613
864,90,"2024-11-08 09:16:56",523
865,244,"2024-10-22 20:48:56",1152
868,20,"2024-11-24 05:18:56",1068
872,135,"2024-11-20 04:21:56",1133
874,142,"2024-10-20 09:07:56",1091
876,166,"2024-10-14 18:50:56",1224
877,51,"2024-11-07 06:35:56",1161
878,199,"2024-10-22 13:09:56",759
879,226,"2024-10-20 20:44:56",1203
881,209,"2024-10-23 07:31:56",1254
882,141,"2024-11-03 05:16:56",916
883,267,"2024-11-07 04:20:56",926
884,286,"2024-10-22 05:35:56",979
886,110,"2024-10-07 14:30:56",1069
887,282,"2024-11-01 16:25:56",1483
888,180,"2024-11-01 18:36:56",1450
889,63,"2024-10-24 18:02:56",1340
890,21,"2024-10-02 05:19:56",1291
891,296,"2024-10-26 15:59:56",1474
892,208,"2024-11-11 17:34:56",1478
897,180,"2024-10-09 04:22:56",856
899,161,"2024-10-11 05:22:56",861
900,280,"2024-10-01 03:46:56",823
901,229,"2024-10-16 13:43:56",948
902,87,"2024-11-02 00:54:56",990
903,154,"2024-10-11 09:10:56",631
905,246,"2024-10-18 16:52:56",515
907,14,"2024-10-12 10:18:56",1248
908,171,"2024-11-17 06:56:56",669
909,218,"2024-10-20 04:47:56",756
911,181,"2024-11-06 02:22:56",1367
913,297,"2024-11-23 02:15:56",905
914,46,"2024-11-11 04:20:56",1046
915,261,"2024-10-19 19:43:56",927
916,202,"2024-10-16 23:54:56",875
922,22,"2024-10-21 18:31:56",1322
923,41,"2024-11-10 23:09:56",1051
925,151,"2024-10-05 18:28:56",1413
926,257,"2024-10-11 11:32:56",1365
927,290,"2024-10-11 05:50:56",827
928,204,"2024-10-05 12:45:56",677
930,193,"2024-10-04 10:54:56",1260
933,210,"2024-10-15 00:44:56",1323
934,141,"2024-10-31 17:28:56",1263
936,250,"2024-10-16 23:09:56",908
937,245,"2024-10-04 20:10:56",1159
938,254,"2024-09-28 08:49:56",1336
939,299,"2024-11-23 16:06:56",669
940,258,"2024-11-01 16:22:56",742
941,264,"2024-11-10 14:52:56",504
942,216,"2024-11-09 23:24:56",725
943,137,"2024-11-16 00:06:56",952
944,180,"2024-11-07 22:56:56",1461
945,42,"2024-10-12 23:27:56",991
946,229,"2024-11-14 15:15:56",1375
