OrderID,CustomerID,OrderDateTime,DeliveryDateTime,TotalAmount,DeliveryStatus
153,237,"2024-11-22 21:19:56","2024-11-22 21:30:56",1285,Delivered
154,116,"2024-11-17 05:59:56","2024-11-17 06:12:56",568,Delivered
155,113,"2024-11-07 10:11:56","2024-11-07 10:21:56",626,Delivered
158,87,"2024-11-12 13:44:56","2024-11-12 13:53:56",1304,Delivered
162,284,"2024-11-10 01:32:56","2024-11-10 01:47:56",1163,Delivered
164,91,"2024-11-17 14:09:56","2024-11-17 14:21:56",588,Delivered
169,29,"2024-11-20 05:54:56","2024-11-20 06:07:56",977,Delivered
172,294,"2024-11-02 02:07:56","2024-11-02 02:24:56",1042,Delivered
173,161,"2024-11-12 15:02:56","2024-11-12 15:18:56",1082,Delivered
174,86,"2024-11-11 11:46:56","2024-11-11 12:00:56",1439,Delivered
176,86,"2024-11-21 12:33:56","2024-11-21 12:46:56",715,Delivered
177,286,"2024-11-03 05:40:56","2024-11-03 05:56:56",1176,Delivered
180,66,"2024-11-04 13:16:56","2024-11-04 13:32:56",1311,Delivered
185,109,"2024-11-08 16:48:56","2024-11-08 17:04:56",1333,Delivered
187,115,"2024-11-13 05:51:56","2024-11-13 06:01:56",795,Delivered
190,164,"2024-11-04 15:08:56","2024-11-04 15:25:56",1259,Delivered
192,32,"2024-11-03 02:14:56","2024-11-03 02:26:56",638,Delivered
193,10,"2024-11-13 03:32:56","2024-11-13 03:43:56",326,Delivered
195,256,"2024-11-12 00:21:56","2024-11-12 00:37:56",636,Delivered
198,227,"2024-11-01 12:53:56",,1482,Cancelled
200,92,"2024-11-07 04:04:56","2024-11-07 04:16:56",691,Delivered
203,199,"2024-11-10 02:14:56","2024-11-10 02:27:56",921,Delivered
204,110,"2024-11-10 16:56:56","2024-11-10 17:10:56",1233,Delivered
208,243,"2024-11-06 09:11:56","2024-11-06 09:26:56",445,Delivered
214,169,"2024-11-20 11:02:56","2024-11-20 11:14:56",1485,Delivered
218,156,"2024-11-14 21:10:56","2024-11-14 21:22:56",1237,Delivered
219,230,"2024-11-04 07:23:56","2024-11-04 07:34:56",330,Delivered
221,200,"2024-11-19 11:29:56","2024-11-19 11:37:56",515,Delivered
222,28,"2024-11-14 03:50:56","2024-11-14 03:59:56",1016,Delivered
223,34,"2024-11-19 12:25:56","2024-11-19 12:42:56",716,Delivered
226,105,"2024-11-05 16:51:56","2024-11-05 17:04:56",421,Delivered
228,114,"2024-11-23 08:30:56","2024-11-23 08:43:56",867,Delivered
229,164,"2024-11-16 15:34:56","2024-11-16 15:50:56",156,Delivered
230,223,"2024-11-18 04:03:56","2024-11-18 04:18:56",1158,Delivered
233,78,"2024-11-10 11:25:56","2024-11-10 11:35:56",1256,Delivered
237,10,"2024-11-12 17:38:56","2024-11-12 17:52:56",1067,Delivered
238,77,"2024-11-21 23:38:56","2024-11-21 23:49:56",314,Delivered
240,75,"2024-11-13 12:02:56","2024-11-13 12:15:56",1150,Delivered
241,165,"2024-11-09 07:06:56","2024-11-09 07:19:56",816,Delivered
242,243,"2024-11-23 07:24:56","2024-11-23 07:39:56",354,Delivered
243,246,"2024-11-17 00:22:56","2024-11-17 00:33:56",509,Delivered
245,165,"2024-11-11 01:52:56","2024-11-11 02:01:56",806,Delivered
247,96,"2024-11-15 11:26:56","2024-11-15 11:40:56",812,Delivered
248,203,"2024-11-05 06:41:56","2024-11-05 06:54:56",1160,Delivered
250,28,"2024-11-08 01:04:56","2024-11-08 01:12:56",1419,Delivered
253,139,"2024-11-07 20:32:56","2024-11-07 20:47:56",356,Delivered
254,45,"2024-11-21 08:33:56","2024-11-21 08:43:56",669,Delivered
259,69,"2024-11-13 02:56:56","2024-11-13 03:07:56",461,Delivered
260,293,"2024-11-23 20:05:56","2024-11-23 20:19:56",1156,Delivered
263,260,"2024-11-22 13:22:56","2024-11-22 13:36:56",1298,Delivered
265,49,"2024-11-08 00:03:56","2024-11-08 00:20:56",812,Delivered
266,172,"2024-11-04 09:37:56","2024-11-04 09:48:56",1434,Delivered
268,262,"2024-11-12 00:35:56","2024-11-12 00:44:56",663,Delivered
272,237,"2024-11-20 09:06:56","2024-11-20 09:17:56",279,Delivered
275,6,"2024-11-09 18:15:56",,1398,Cancelled
288,64,"2024-11-01 10:00:56","2024-11-01 10:09:56",845,Delivered
289,179,"2024-11-23 10:30:56","2024-11-23 10:47:56",789,Delivered
291,163,"2024-11-14 10:01:56","2024-11-14 10:11:56",1267,Delivered
292,280,"2024-11-13 13:42:56","2024-11-13 13:55:56",1460,Delivered
293,263,"2024-11-02 23:23:56","2024-11-02 23:35:56",1038,Delivered
295,95,"2024-11-08 12:19:56","2024-11-08 12:28:56",753,Delivered
296,241,"2024-11-09 04:59:56","2024-11-09 05:15:56",638,Delivered
298,273,"2024-11-20 19:54:56","2024-11-20 20:06:56",307,Delivered
304,270,"2024-11-23 21:33:56","2024-11-23 21:49:56",911,Delivered
305,176,"2024-11-20 12:10:56","2024-11-20 12:21:56",719,Delivered
307,189,"2024-11-14 00:47:56","2024-11-14 01:04:56",787,Delivered
308,188,"2024-11-05 02:40:56","2024-11-05 02:56:56",881,Delivered
310,264,"2024-11-12 07:09:56","2024-11-12 07:17:56",767,Delivered
311,16,"2024-11-23 03:59:56","2024-11-23 04:07:56",1185,Delivered
312,258,"2024-11-09 10:55:56","2024-11-09 11:10:56",720,Delivered
313,149,"2024-11-07 20:21:56",,1264,Cancelled
315,5,"2024-11-16 07:19:56","2024-11-16 07:36:56",1271,Delivered
317,201,"2024-11-17 11:36:56","2024-11-17 11:47:56",625,Delivered
320,213,"2024-11-02 09:43:56","2024-11-02 10:00:56",1388,Delivered
321,163,"2024-11-03 06:04:56","2024-11-03 06:19:56",300,Delivered
322,149,"2024-11-21 15:43:56","2024-11-21 15:59:56",1119,Delivered
323,289,"2024-11-08 04:32:56","2024-11-08 04:47:56",558,Delivered
324,271,"2024-11-19 13:40:56","2024-11-19 13:56:56",944,Delivered
327,256,"2024-11-22 00:50:56","2024-11-22 01:04:56",421,Delivered
328,207,"2024-11-20 01:29:56","2024-11-20 01:42:56",158,Delivered
329,82,"2024-11-16 20:19:56","2024-11-16 20:30:56",1171,Delivered
330,209,"2024-11-01 19:37:56","2024-11-01 19:45:56",1376,Delivered
331,204,"2024-11-16 14:29:56","2024-11-16 14:39:56",1175,Delivered
333,156,"2024-11-20 15:05:56","2024-11-20 15:19:56",571,Delivered
334,85,"2024-11-13 12:14:56","2024-11-13 12:22:56",305,Delivered
335,31,"2024-11-17 13:38:56","2024-11-17 13:48:56",506,Delivered
336,85,"2024-11-08 15:30:56","2024-11-08 15:42:56",979,Delivered
338,162,"2024-11-08 17:40:56","2024-11-08 17:50:56",541,Delivered
340,100,"2024-11-11 11:32:56","2024-11-11 11:44:56",997,Delivered
341,286,"2024-11-10 06:09:56","2024-11-10 06:22:56",1154,Delivered
346,42,"2024-11-06 08:40:56","2024-11-06 08:51:56",1272,Delivered
352,95,"2024-11-14 16:11:56","2024-11-14 16:23:56",455,Delivered
354,190,"2024-11-11 23:54:56","2024-11-12 00:02:56",867,Delivered
355,86,"2024-11-07 13:04:56","2024-11-07 13:13:56",849,Delivered
358,224,"2024-11-01 01:34:56","2024-11-01 01:51:56",113,Delivered
359,93,"2024-11-17 05:35:56","2024-11-17 05:44:56",617,Delivered
364,189,"2024-11-18 06:51:56","2024-11-18 07:04:56",453,Delivered
369,272,"2024-11-04 23:24:56","2024-11-04 23:36:56",1478,Delivered
371,15,"2024-11-07 01:38:56","2024-11-07 01:50:56",733,Delivered
378,261,"2024-11-22 19:29:56",,1055,Cancelled
385,188,"2024-11-14 07:57:56","2024-11-14 08:07:56",757,Delivered
387,278,"2024-11-20 12:59:56","2024-11-20 13:09:56",140,Delivered
390,69,"2024-11-19 09:46:56","2024-11-19 10:00:56",291,Delivered
391,283,"2024-11-17 16:19:56","2024-11-17 16:34:56",169,Delivered
392,89,"2024-11-05 13:27:56","2024-11-05 13:40:56",801,Delivered
397,265,"2024-11-08 20:34:56","2024-11-08 20:42:56",737,Delivered
401,218,"2024-11-13 09:35:56","2024-11-13 09:45:56",407,Delivered
402,261,"2024-11-01 15:09:56","2024-11-01 15:21:56",1297,Delivered
408,212,"2024-11-12 12:34:56","2024-11-12 12:49:56",1494,Delivered
410,226,"2024-11-09 13:58:56","2024-11-09 14:08:56",1157,Delivered
413,127,"2024-11-22 12:15:56","2024-11-22 12:24:56",1200,Delivered
418,243,"2024-11-20 13:17:56","2024-11-20 13:30:56",214,Delivered
419,229,"2024-11-04 13:31:56","2024-11-04 13:48:56",131,Delivered
422,89,"2024-11-08 17:21:56","2024-11-08 17:37:56",1061,Delivered
423,14,"2024-11-24 05:33:56","2024-11-24 05:48:56",234,Delivered
426,117,"2024-11-13 03:05:56","2024-11-13 03:21:56",284,Delivered
427,182,"2024-11-04 15:01:56","2024-11-04 15:16:56",1246,Delivered
428,238,"2024-11-09 18:40:56","2024-11-09 18:50:56",860,Delivered
432,72,"2024-11-03 22:01:56","2024-11-03 22:16:56",493,Delivered
437,131,"2024-11-02 03:46:56","2024-11-02 04:02:56",1205,Delivered
439,230,"2024-11-20 18:45:56",,470,Cancelled
441,166,"2024-11-24 03:35:56","2024-11-24 03:45:56",1105,Delivered
442,200,"2024-11-15 23:15:56","2024-11-15 23:24:56",1066,Delivered
443,169,"2024-11-08 23:12:56","2024-11-08 23:24:56",163,Delivered
444,26,"2024-11-05 06:24:56","2024-11-05 06:41:56",282,Delivered
445,59,"2024-11-12 07:59:56","2024-11-12 08:13:56",681,Delivered
448,181,"2024-11-03 03:26:56","2024-11-03 03:43:56",254,Delivered
452,80,"2024-11-17 05:19:56","2024-11-17 05:29:56",366,Delivered
455,291,"2024-11-15 02:56:56","2024-11-15 03:12:56",1096,Delivered
457,93,"2024-11-05 02:08:56","2024-11-05 02:20:56",866,Delivered
459,283,"2024-11-14 12:29:56","2024-11-14 12:37:56",622,Delivered
465,108,"2024-11-20 16:25:56","2024-11-20 16:38:56",1115,Delivered
468,28,"2024-11-17 15:33:56","2024-11-17 15:45:56",1039,Delivered
472,224,"2024-11-19 15:36:56","2024-11-19 15:45:56",368,Delivered
474,6,"2024-11-10 16:05:56","2024-11-10 16:13:56",554,Delivered
478,146,"2024-11-14 11:00:56","2024-11-14 11:12:56",1113,Delivered
479,17,"2024-11-07 03:05:56","2024-11-07 03:17:56",274,Delivered
480,7,"2024-11-15 15:04:56","2024-11-15 15:16:56",653,Delivered
490,198,"2024-11-14 00:27:56","2024-11-14 00:43:56",406,Delivered
491,95,"2024-11-09 15:17:56","2024-11-09 15:30:56",993,Delivered
492,1,"2024-11-16 09:51:56","2024-11-16 10:04:56",930,Delivered
493,67,"2024-11-12 11:50:56","2024-11-12 11:59:56",155,Delivered
495,200,"2024-11-16 22:38:56","2024-11-16 22:50:56",1214,Delivered
496,50,"2024-11-19 23:21:56","2024-11-19 23:36:56",655,Delivered
498,52,"2024-11-16 10:21:56","2024-11-16 10:30:56",601,Delivered
501,191,"2024-11-04 20:01:56","2024-11-04 20:11:56",874,Delivered
502,240,"2024-11-21 19:05:56","2024-11-21 19:21:56",1333,Delivered
503,215,"2024-11-22 06:14:56","2024-11-22 06:23:56",230,Delivered
504,42,"2024-11-13 21:04:56","2024-11-13 21:16:56",963,Delivered
506,217,"2024-11-10 19:51:56","2024-11-10 19:59:56",124,Delivered
512,17,"2024-11-01 04:45:56","2024-11-01 04:58:56",225,Delivered
513,41,"2024-11-17 03:00:56","2024-11-17 03:14:56",780,Delivered
516,4,"2024-11-04 19:40:56","2024-11-04 19:54:56",958,Delivered
518,109,"2024-11-05 11:52:56","2024-11-05 12:00:56",1311,Delivered
522,224,"2024-11-20 21:05:56","2024-11-20 21:19:56",1295,Delivered
528,149,"2024-11-11 02:27:56","2024-11-11 02:40:56",1034,Delivered
529,26,"2024-11-10 17:19:56","2024-11-10 17:36:56",497,Delivered
534,266,"2024-11-03 12:50:56","2024-11-03 13:05:56",1267,Delivered
540,102,"2024-11-08 07:30:56","2024-11-08 07:46:56",347,Delivered
556,215,"2024-11-16 06:39:56","2024-11-16 06:52:56",705,Delivered
566,183,"2024-11-03 02:30:56","2024-11-03 02:46:56",304,Delivered
567,282,"2024-11-10 21:14:56","2024-11-10 21:29:56",748,Delivered
570,113,"2024-11-20 10:24:56","2024-11-20 10:39:56",427,Delivered
571,107,"2024-11-13 13:14:56","2024-11-13 13:24:56",625,Delivered
575,38,"2024-11-11 09:44:56","2024-11-11 09:56:56",1228,Delivered
576,263,"2024-11-19 01:28:56","2024-11-19 01:37:56",591,Delivered
577,111,"2024-11-12 12:57:56","2024-11-12 13:06:56",958,Delivered
581,121,"2024-11-23 20:04:56","2024-11-23 20:21:56",1470,Delivered
583,113,"2024-11-08 22:35:56","2024-11-08 22:51:56",1370,Delivered
589,7,"2024-11-12 19:05:56","2024-11-12 19:13:56",306,Delivered
590,27,"2024-11-06 21:27:56","2024-11-06 21:42:56",881,Delivered
593,125,"2024-11-19 03:52:56","2024-11-19 04:07:56",174,Delivered
594,139,"2024-11-04 05:43:56","2024-11-04 05:59:56",798,Delivered
595,122,"2024-11-15 16:56:56","2024-11-15 17:07:56",1054,Delivered
599,197,"2024-11-05 22:24:56","2024-11-05 22:37:56",875,Delivered
607,58,"2024-11-22 07:21:56","2024-11-22 07:35:56",647,Delivered
612,139,"2024-11-04 04:30:56","2024-11-04 04:47:56",813,Delivered
614,214,"2024-11-03 08:39:56","2024-11-03 08:52:56",136,Delivered
617,279,"2024-11-03 04:33:56","2024-11-03 04:47:56",513,Delivered
619,80,"2024-11-22 10:37:56","2024-11-22 10:45:56",1162,Delivered
621,74,"2024-11-04 08:39:56","2024-11-04 08:51:56",1052,Delivered
622,237,"2024-11-16 06:10:56","2024-11-16 06:21:56",414,Delivered
623,296,"2024-11-05 02:42:56","2024-11-05 02:59:56",750,Delivered
624,265,"2024-11-17 14:10:56","2024-11-17 14:23:56",617,Delivered
625,159,"2024-11-06 04:24:56","2024-11-06 04:32:56",487,Delivered
626,15,"2024-11-03 16:46:56","2024-11-03 16:59:56",136,Delivered
627,14,"2024-11-10 00:45:56","2024-11-10 00:55:56",148,Delivered
632,222,"2024-11-01 22:48:56","2024-11-01 23:03:56",837,Delivered
638,6,"2024-11-13 05:08:56","2024-11-13 05:17:56",805,Delivered
639,80,"2024-11-10 11:05:56","2024-11-10 11:17:56",720,Delivered
640,230,"2024-11-01 05:42:56","2024-11-01 05:55:56",1068,Delivered
642,135,"2024-11-05 11:26:56","2024-11-05 11:40:56",144,Delivered
643,37,"2024-11-15 18:59:56","2024-11-15 19:14:56",991,Delivered
646,279,"2024-11-22 03:11:56","2024-11-22 03:19:56",1416,Delivered
647,85,"2024-11-07 22:44:56","2024-11-07 22:55:56",1172,Delivered
648,295,"2024-11-12 00:34:56","2024-11-12 00:49:56",459,Delivered
649,23,"2024-11-10 17:09:56",,1403,Cancelled
658,138,"2024-11-20 00:36:56","2024-11-20 00:44:56",1259,Delivered
660,179,"2024-11-06 17:11:56","2024-11-06 17:27:56",1021,Delivered
661,139,"2024-11-15 21:10:56","2024-11-15 21:21:56",743,Delivered
663,227,"2024-11-13 00:22:56","2024-11-13 00:37:56",1263,Delivered
664,86,"2024-11-01 17:05:56","2024-11-01 17:13:56",1038,Delivered
665,37,"2024-11-19 10:18:56","2024-11-19 10:26:56",1115,Delivered
666,1,"2024-11-01 15:04:56","2024-11-01 15:15:56",887,Delivered
668,3,"2024-11-22 04:12:56","2024-11-22 04:28:56",134,Delivered
670,224,"2024-11-18 15:00:56","2024-11-18 15:09:56",983,Delivered
672,158,"2024-11-08 14:04:56","2024-11-08 14:15:56",1039,Delivered
674,179,"2024-11-06 07:16:56","2024-11-06 07:27:56",1124,Delivered
680,142,"2024-11-19 19:51:56","2024-11-19 20:03:56",1267,Delivered
681,167,"2024-11-20 10:50:56","2024-11-20 11:07:56",1089,Delivered
685,125,"2024-11-05 08:35:56","2024-11-05 08:51:56",994,Delivered
688,105,"2024-11-08 02:54:56","2024-11-08 03:07:56",668,Delivered
691,46,"2024-11-14 08:11:56","2024-11-14 08:20:56",158,Delivered
693,25,"2024-11-08 12:23:56","2024-11-08 12:33:56",1000,Delivered
696,188,"2024-11-02 10:44:56","2024-11-02 10:57:56",480,Delivered
697,255,"2024-11-07 22:18:56","2024-11-07 22:30:56",573,Delivered
700,49,"2024-11-08 07:00:56","2024-11-08 07:11:56",126,Delivered
701,219,"2024-11-03 19:19:56","2024-11-03 19:27:56",791,Delivered
702,154,"2024-11-10 16:54:56","2024-11-10 17:08:56",537,Delivered
704,60,"2024-11-02 05:13:56","2024-11-02 05:24:56",1046,Delivered
705,6,"2024-11-04 01:16:56","2024-11-04 01:26:56",657,Delivered
707,181,"2024-11-16 11:45:56","2024-11-16 11:57:56",1074,Delivered
708,294,"2024-11-16 01:10:56","2024-11-16 01:23:56",965,Delivered
710,173,"2024-11-18 15:04:56","2024-11-18 15:21:56",1142,Delivered
711,61,"2024-11-13 09:07:56","2024-11-13 09:16:56",850,Delivered
714,21,"2024-11-13 10:17:56","2024-11-13 10:27:56",569,Delivered
719,117,"2024-11-07 13:25:56","2024-11-07 13:38:56",1019,Delivered
721,127,"2024-11-10 22:37:56","2024-11-10 22:52:56",1192,Delivered
725,216,"2024-11-14 08:00:56","2024-11-14 08:08:56",996,Delivered
726,290,"2024-11-09 06:08:56","2024-11-09 06:16:56",1283,Delivered
727,44,"2024-11-11 05:17:56","2024-11-11 05:27:56",875,Delivered
732,57,"2024-11-06 08:57:56","2024-11-06 09:14:56",964,Delivered
733,86,"2024-11-09 05:13:56","2024-11-09 05:23:56",561,Delivered
734,218,"2024-11-02 19:29:56","2024-11-02 19:38:56",168,Delivered
735,72,"2024-11-13 08:48:56","2024-11-13 09:01:56",1034,Delivered
736,136,"2024-11-21 16:32:56","2024-11-21 16:49:56",208,Delivered
738,154,"2024-11-22 23:11:56","2024-11-22 23:22:56",831,Delivered
739,224,"2024-11-22 00:00:56","2024-11-22 00:12:56",1284,Delivered
742,87,"2024-11-15 15:38:56","2024-11-15 15:55:56",400,Delivered
743,212,"2024-11-13 16:09:56","2024-11-13 16:26:56",174,Delivered
744,232,"2024-11-17 17:37:56","2024-11-17 17:53:56",461,Delivered
747,271,"2024-11-10 20:48:56","2024-11-10 21:04:56",1429,Delivered
748,120,"2024-11-23 02:18:56","2024-11-23 02:26:56",238,Delivered
753,290,"2024-11-06 21:46:56","2024-11-06 22:00:56",624,Delivered
756,12,"2024-11-12 02:36:56","2024-11-12 02:49:56",532,Delivered
761,122,"2024-11-03 01:15:56","2024-11-03 01:23:56",295,Delivered
762,234,"2024-11-04 06:29:56","2024-11-04 06:45:56",895,Delivered
763,97,"2024-11-04 17:28:56","2024-11-04 17:39:56",136,Delivered
764,144,"2024-11-21 07:29:56","2024-11-21 07:45:56",324,Delivered
767,238,"2024-11-04 19:46:56","2024-11-04 20:01:56",174,Delivered
769,217,"2024-11-05 14:17:56","2024-11-05 14:26:56",689,Delivered
771,107,"2024-11-05 15:52:56","2024-11-05 16:09:56",647,Delivered
773,9,"2024-11-18 03:49:56","2024-11-18 03:59:56",906,Delivered
775,91,"2024-11-06 12:54:56","2024-11-06 13:10:56",1164,Delivered
777,272,"2024-11-01 00:19:56","2024-11-01 00:33:56",775,Delivered
778,260,"2024-11-04 22:14:56",,400,Cancelled
782,158,"2024-11-03 17:06:56","2024-11-03 17:23:56",1066,Delivered
784,171,"2024-11-20 12:11:56","2024-11-20 12:22:56",705,Delivered
786,163,"2024-11-04 11:31:56","2024-11-04 11:48:56",812,Delivered
789,4,"2024-11-03 17:32:56","2024-11-03 17:43:56",286,Delivered
790,2,"2024-11-06 19:33:56","2024-11-06 19:50:56",1110,Delivered
791,190,"2024-11-23 02:45:56","2024-11-23 02:58:56",1236,Delivered
792,97,"2024-11-23 00:16:56","2024-11-23 00:24:56",194,Delivered
793,14,"2024-11-06 11:38:56","2024-11-06 11:51:56",1107,Delivered
797,241,"2024-11-04 03:59:56","2024-11-04 04:12:56",692,Delivered
800,138,"2024-11-12 05:03:56","2024-11-12 05:13:56",114,Delivered
801,53,"2024-11-02 00:14:56","2024-11-02 00:27:56",716,Delivered
802,60,"2024-11-08 02:12:56","2024-11-08 02:24:56",107,Delivered
804,143,"2024-11-15 20:19:56","2024-11-15 20:30:56",543,Delivered
806,284,"2024-11-04 06:01:56","2024-11-04 06:18:56",920,Delivered
807,174,"2024-11-11 07:15:56","2024-11-11 07:31:56",259,Delivered
808,20,"2024-11-20 11:55:56","2024-11-20 12:03:56",851,Delivered
809,102,"2024-11-17 08:26:56","2024-11-17 08:39:56",840,Delivered
810,201,"2024-11-11 18:42:56","2024-11-11 18:54:56",441,Delivered
811,132,"2024-11-09 12:02:56","2024-11-09 12:11:56",279,Delivered
816,89,"2024-11-18 22:07:56","2024-11-18 22:24:56",587,Delivered
821,119,"2024-11-13 22:53:56","2024-11-13 23:03:56",740,Delivered
823,83,"2024-11-15 06:57:56","2024-11-15 07:13:56",1141,Delivered
824,272,"2024-11-02 07:10:56","2024-11-02 07:19:56",1230,Delivered
828,64,"2024-11-23 07:19:56","2024-11-23 07:32:56",1373,Delivered
832,234,"2024-11-20 20:26:56","2024-11-20 20:43:56",1104,Delivered
833,141,"2024-11-13 03:26:56","2024-11-13 03:36:56",129,Delivered
835,217,"2024-11-06 01:01:56","2024-11-06 01:13:56",616,Delivered
838,83,"2024-11-13 18:04:56","2024-11-13 18:19:56",1130,Delivered
841,33,"2024-11-10 16:51:56","2024-11-10 17:04:56",114,Delivered
843,240,"2024-11-06 19:06:56","2024-11-06 19:20:56",895,Delivered
848,40,"2024-11-08 13:07:56","2024-11-08 13:18:56",1025,Delivered
849,141,"2024-11-04 03:08:56","2024-11-04 03:18:56",1461,Delivered
852,167,"2024-11-24 05:19:56","2024-11-24 05:36:56",1143,Delivered
853,219,"2024-11-05 20:11:56","2024-11-05 20:19:56",958,Delivered
856,254,"2024-11-08 17:37:56","2024-11-08 17:52:56",312,Delivered
858,173,"2024-11-03 00:51:56","2024-11-03 01:07:56",1208,Delivered
859,146,"2024-11-09 07:12:56","2024-11-09 07:23:56",168,Delivered
863,240,"2024-11-01 22:32:56","2024-11-01 22:42:56",613,Delivered
864,90,"2024-11-08 09:16:56","2024-11-08 09:29:56",523,Delivered
866,44,"2024-11-18 09:13:56","2024-11-18 09:30:56",211,Delivered
868,20,"2024-11-24 05:18:56","2024-11-24 05:31:56",1068,Delivered
871,61,"2024-11-07 23:00:56","2024-11-07 23:11:56",250,Delivered
872,135,"2024-11-20 04:21:56","2024-11-20 04:37:56",1133,Delivered
873,298,"2024-11-23 11:25:56","2024-11-23 11:34:56",486,Delivered
877,51,"2024-11-07 06:35:56","2024-11-07 06:44:56",1161,Delivered
882,141,"2024-11-03 05:16:56","2024-11-03 05:30:56",916,Delivered
883,267,"2024-11-07 04:20:56","2024-11-07 04:36:56",926,Delivered
